name,formatted_address,business_status,url,vicinity,category_1,category_2,latitude,longitude
Asian Midway Foods,"301 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=304616636444102595,"301 South Park Street, Madison",food,restaurant,,
Famous Dave's Bar-B-Que,"900 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1738171035976430290,"900 South Park Street, Madison",food,restaurant,,
Subway,"1 S Park St, Madison, WI 53715, USA",CLOSED_TEMPORARILY,https://maps.google.com/?cid=13724597072331827302,"1 South Park Street, Madison",food,restaurant,,
Dunkin',"801 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14796897022598596062,"801 South Park Street, Madison",food,restaurant,,
La Hacienda,"515 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13799576914272490626,"515 South Park Street, Madison",food,restaurant,,
Edo | Asian cuisine,"532 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2683440487016051589,"532 South Park Street, Madison",food,restaurant,,
Falbo Bros. Pizza,"406 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4565135918238999915,"406 South Park Street, Madison",food,restaurant,,
QDOBA Mexican Eats,"2 N Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9717008239705126779,"2 North Park Street, Madison",food,restaurant,,
Hong Kong Cafe,"2 S Mills St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3995256733322063614,"2 South Mills Street, Madison",food,restaurant,,
Pizza Hut,"520 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15455296358140421656,"520 South Park Street, Madison",food,restaurant,,
Ichiban Sichuan Restaurant,"610 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=8257862634953367767,"610 South Park Street, Madison",food,restaurant,,
Quiznos,"318 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7886969200563004232,"318 South Park Street, Madison",food,restaurant,,
Ramen Station,"1124 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6776423897223393695,"1124 South Park Street, Madison",food,restaurant,,
Orient House Chinese Restaurant,"626 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12867797644344190878,"626 South Park Street, Madison",food,restaurant,,
Buckingham's Bar & Grill,"802 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10503992514100503825,"802 Regent Street, Madison",food,restaurant,,
Oriental Wok,"532 S Park St #1620, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12480775798575519663,"532 South Park Street #1620, Madison",food,restaurant,,
The Curve,"653 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7783583460318332662,"653 South Park Street, Madison",food,restaurant,,
The Bread Basket,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3931993107675343677,"700 South Park Street, Madison",food,restaurant,,
Sunny Pho,"602 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=5370811490977835508,"602 South Park Street, Madison",food,restaurant,,
King of Falafel,"1129 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17754538512205568578,"1129 South Park Street, Madison",food,restaurant,,
Glacier Express,"551 S Randall Ave, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13949124525107028244,"551 South Randall Avenue, Madison",food,restaurant,,
Glacier Grille,"702 S Randall Ave, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15238668301346799365,"702 South Randall Avenue, Madison",food,restaurant,,
UnityPoint Health - Meriter Cafe,"202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=16369135757313416374,"202 South Park Street, Madison",food,restaurant,,
Asian Noodle,"902 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14653948858208967306,"902 Regent Street, Madison",food,restaurant,,
Pick 'n Save,"1312 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4862619320131629344,"1312 South Park Street, Madison",gift&store,store,,
Gamoke James J,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=229019457068749678,"700 South Park Street, Madison",gift&store,store,,
"Jean N. Applebaugh, Pharm","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10469375105736293775,"700 South Park Street, Madison",gift&store,store,,
Earp Paula J,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14072232067465244550,"700 South Park Street, Madison",gift&store,store,,
Knuteson Laureen S,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2940125400625582875,"700 South Park Street, Madison",gift&store,store,,
O'Neill Ronon E,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9444219487176771674,"700 South Park Street, Madison",gift&store,store,,
"David J. Pauly, RPh","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17567830697356201147,"1313 Fish Hatchery Road, Madison",gift&store,store,,
Nonn Tracy L,"1313 Fish Hatchery Rd # 2B, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6749932198809065799,"1313 Fish Hatchery Road # 2B, Madison",gift&store,store,,
Movin' Shoes,"528 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11193874195379634527,"528 South Park Street, Madison",gift&store,store,,
Mason Lounge,"416 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14554416427175029306,"416 South Park Street, Madison",gift&store,store,,
Dean Health System,"1025 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=691485815272959942,"1025 Regent Street, Madison",gift&store,store,,
Spike-O-Matic Tattoo,"512 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12755110324891277223,"512 South Park Street, Madison",gift&store,store,,
Oriental Food Mart,"1206 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=8787265801593666053,"1206 South Park Street, Madison",gift&store,store,,
Quality Hardware Co. Inc.,"1201 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14648887090929593316,"1201 South Park Street, Madison",gift&store,store,,
George's Flowers Inc.,"421 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3598562485746716150,"421 South Park Street, Madison",gift&store,store,,
Schroeder's Enterprises,"Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11803236973900411913,Madison,gift&store,store,,
Burnie's On Park,"636 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6705314141126776294,"636 South Park Street, Madison",gift&store,store,,
St Mary's Gift Shop,"707 S Mills St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=5266114183378321713,"707 South Mills Street, Madison",gift&store,store,,
Shell,"950 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1273990242827748484,"950 South Park Street, Madison",gift&store,store,,
gHwc - Gnar Hoops & Happy World,"1021 S Park St A, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9198992516866547160,"1021 South Park Street A, Madison",gift&store,store,,
Oriental Shop,"1029 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13628497956998458364,"1029 South Park Street, Madison",gift&store,store,,
UW Health Pharmacy,"1102 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3084410082346742339,"1102 South Park Street, Madison",gift&store,store,,
Park Street Mini Mart,"950 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11881245515984687940,"950 South Park Street, Madison",gift&store,store,,
Meriter Outpatient Pharmacy,"202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=474882908140612786,"202 South Park Street, Madison",gift&store,store,,
"Richard J. Hayney, RPH","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=18210918037029348214,"202 South Park Street, Madison",gift&store,store,,
"Nicholas R. Gnadt, PharmD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10152262007746698844,"202 South Park Street, Madison",gift&store,store,,
"Valerie L. Ravenna, Pharm","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17307099861716708302,"202 South Park Street, Madison",gift&store,store,,
"Kevin M. Pampuch, RPH","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9383650438304581741,"202 South Park Street, Madison",gift&store,store,,
"Vicki Delgado, PharmD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=16049951222200343061,"202 South Park Street, Madison",gift&store,store,,
University Audio,"402 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4602167583828531941,"402 South Park Street, Madison",gift&store,store,,
"David W. Petty, RPh","707 S Mills St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=5397172475970033155,"707 South Mills Street, Madison",gift&store,store,,
Regent Street Liquor,"916 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14180897321907446680,"916 Regent Street, Madison",gift&store,store,,
Green Shield Certified,"211 S Paterson St Suite 380, Madison, WI 53703, USA",OPERATIONAL,https://maps.google.com/?cid=11059431614748531682,"211 South Paterson Street Suite 380, Madison",gift&store,store,,
Sweeney,"1008 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15819150739073115900,"1008 Fish Hatchery Road, Madison",gift&store,store,,
Budget Bicycle Center - Used Bicycles and Museum,"930 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14443654990469294951,"930 Regent Street, Madison",gift&store,store,,
Acme Car,"832 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7300315694088140125,"832 South Park Street, Madison",gift&store,store,,
HealthAndWealth,"Madison, WI 53725, USA",OPERATIONAL,https://maps.google.com/?cid=17534790870823422314,Madison,gift&store,store,,
Toby's Auto Sales,"1004 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17087790355638795004,"1004 Fish Hatchery Road, Madison",gift&store,store,,
Grace Coffee,"1004 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12443041585088985880,"1004 South Park Street, Madison",gift&store,store,,
"Community, A Walgreens Pharmacy","432 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2591811962401011066,"432 South Park Street, Madison",gift&store,store,,
Snack and Go!,"318 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7640770133299810957,"318 South Park Street, Madison",gift&store,store,,
Unearthed Home,"1041 S Park St #1747, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2992743123892966244,"1041 South Park Street #1747, Madison",gift&store,store,,
The Countdown Frame by jojo,"1132 Milton St, Madison, WI 53716, USA",OPERATIONAL,https://maps.google.com/?cid=12700559469177752305,"1132 Milton Street, Madison",gift&store,store,,
Henry Villas Zoo Gift Shop,"702 S Randall Ave, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2040122462798826492,"702 South Randall Avenue, Madison",gift&store,store,,
Eric Tran Piano Studio,"1320 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6907681340288754576,"1320 Fish Hatchery Road, Madison",gift&store,store,,
Adirondack Chairs Madison,"605 W Lakeside St #30, Madison, WI 53715, USA",CLOSED_TEMPORARILY,https://maps.google.com/?cid=4499239868804763341,"605 West Lakeside Street #30, Madison",gift&store,store,,
Jones design,"Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9360137920631580504,Madison,gift&store,store,,
Redbox,"1312 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7504822262876414098,"1312 South Park Street, Madison",gift&store,store,,
Brittingham Boats,"701 W Brittingham Pl, Madison, WI 53715, USA",CLOSED_TEMPORARILY,https://maps.google.com/?cid=7122035142369768230,"701 West Brittingham Place, Madison",gift&store,store,,
Choles Floral Company,"1135 Regent St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14723269775800763400,"1135 Regent Street, Madison",gift&store,store,,
MexMuffler,"960 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7020075089359562715,"960 South Park Street, Madison",service,car_repair,,
Renu Auto Body,"834 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=559829179771701135,"834 South Park Street, Madison",service,car_repair,,
Klinke Cleaners,"939 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7183424728101446923,"939 South Park Street, Madison",service,laundry,,
Mound Street Laundromat,"1306 Mound St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4681167257714705676,"1306 Mound Street, Madison",service,laundry,,
New Day Carpet Clean,"810 W Olin Ave, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11336178299637650530,"810 West Olin Avenue, Madison",service,laundry,,
HoneyComb Salon Collective,"929 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2825737631545190435,"929 South Park Street, Madison",leisure,beauty_salon,,
Sole Unique Salon & Spa,"1305 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3813009611774255737,"1305 South Park Street, Madison",leisure,beauty_salon,,
"A Touch of Heaven - Hair Extensions The Safe Way Madison, WI","1010 Midland St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12027616091275545926,"1010 Midland Street, Madison",leisure,hair_care,,
Wayne's Barber Shop,"420 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=16365518368575330851,"420 South Park Street, Madison",leisure,hair_care,,
Olivia's hairstyles,"1114 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14139542878207298986,"1114 South Park Street, Madison",leisure,hair_care,,
"Beauty, Heart and Soul","1305 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12911854828116473713,"1305 South Park Street, Madison",leisure,hair_care,,
Super Painters,"825 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=16044360571828085538,"825 South Park Street, Madison",leisure,painter,,
"Dr. Susan R. Davidson, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17439774799864863112,"700 South Park Street, Madison",service,doctor,,
"Jon D. Rawling, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15125928741190801086,"700 South Park Street, Madison",service,doctor,,
Madison Radiologists,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2265682416855575415,"700 South Park Street, Madison",service,doctor,,
Neonatal Resources Wisconsin,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=929966591997654494,"700 South Park Street, Madison",service,doctor,,
"James Olson, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12437350559641213106,"700 South Park Street, Madison",service,doctor,,
"Matthew P. Lazio, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13152700066196307412,"700 South Park Street, Madison",service,doctor,,
Davenport Douglas MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15874550334288045027,"700 South Park Street, Madison",service,doctor,,
McGuire Shawn MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11426335011811026975,"700 South Park Street, Madison",service,doctor,,
"Dr. Willett W. Pang, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12452355211395297128,"700 South Park Street, Madison",service,doctor,,
Allen Shane B MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4194475484094661717,"700 South Park Street, Madison",service,doctor,,
Gruenenfelder Michele M,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13855573339199787636,"700 South Park Street, Madison",service,doctor,,
Lehman James G MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10837090142726671920,"700 South Park Street, Madison",service,doctor,,
"Christopher S. Bermant, MD","1102 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2912062603608109649,"1102 South Park Street, Madison",service,doctor,,
SSM Health Digestive Health Center,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10456961082636786535,"700 South Park Street, Madison",service,doctor,,
"Nicole L. Baumann-Blackmore, MD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=499547371772569471,"202 South Park Street, Madison",service,doctor,,
SSM Health Prescription Center,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13731193123480496862,"700 South Park Street, Madison",service,doctor,,
Bay Creek,"Bay Creek, Madison, WI, USA",,"https://maps.google.com/?q=Bay+Creek,+Madison,+WI,+USA&ftid=0x880652d706ee7a83:0xfcff0358dc827226",Madison,service,doctor,,
"Elizabeth M. Goetz, MD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10544601639750396998,"202 South Park Street, Madison",service,doctor,,
"Patrick A. Dowling, MD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6738593002324163912,"202 South Park Street, Madison",service,doctor,,
"Kevin S. McAllister, MD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4795021140402571142,"202 South Park Street, Madison",service,doctor,,
"Daniel E. Cole, MD","202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15363137250072292580,"202 South Park Street, Madison",service,doctor,,
"Dr. John D. Wilson, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12760376790580263214,"700 South Park Street, Madison",service,doctor,,
"Dr. William M. Ehrhardt, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9412628400589245910,"700 South Park Street, Madison",service,doctor,,
St Mary's Hospital: Apple Bryan S MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4987019018846472702,"700 South Park Street, Madison",service,doctor,,
"Mark L. Tomczak, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=11026871769233320194,"700 South Park Street, Madison",service,doctor,,
"Kay M. Barrett, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6140354988223802131,"700 South Park Street, Madison",service,doctor,,
"Dr. Laurie A. Hogden, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=18426877630981515724,"700 South Park Street, Madison",service,doctor,,
"Dr. Mary E. Bussey, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=9683708431470564474,"700 South Park Street, Madison",service,doctor,,
"Dr. Sheng-Jing Dong, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10262494041707483833,"700 South Park Street, Madison",service,doctor,,
"James Couser, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12547509260244063236,"700 South Park Street, Madison",service,doctor,,
Sehloff James W MD,"700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4201731317032836708,"700 South Park Street, Madison",service,doctor,,
"Dr. Karl F. Szewczyk, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2901012248641479392,"700 South Park Street, Madison",service,doctor,,
"Karen Wiringa, MD","700 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17284359319304801303,"700 South Park Street, Madison",service,doctor,,
SSM Health Pharmacy,"1313 Fish Hatchery Rd Suite 300, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14940111223102293152,"1313 Fish Hatchery Road Suite 300, Madison",service,doctor,,
"Dr. Katherine F. Moriarty, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=10430203140984821977,"1313 Fish Hatchery Road, Madison",service,doctor,,
Keil Jeffrey MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4165251323670570139,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Amy Daley, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1421257006089191940,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Janice A. Cain, PhD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14322935198326534338,"1313 Fish Hatchery Road, Madison",service,doctor,,
"James Porter, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14012340219767479870,"1313 Fish Hatchery Road, Madison",service,doctor,,
Jean-Louis Garry MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4756040474332636716,"1313 Fish Hatchery Road, Madison",service,doctor,,
Ferguson Don PhD,"1313 Fish Hatchery Rd #2b, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3256694469876911506,"1313 Fish Hatchery Road #2b, Madison",service,doctor,,
Dean Clinic: Meetul Shah MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4678454736558250146,"1313 Fish Hatchery Road, Madison",service,doctor,,
Dean Health System: Karlsson Jennifer A,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7401845235637114139,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. Alison S. Wilmeth, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=6089808539398397146,"1313 Fish Hatchery Road, Madison",service,doctor,,
Silverman Lynn,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3007824592469009861,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. Russell J. Hermus, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1475266032776037293,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. James C. Schemmel, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=15064591457600277089,"1313 Fish Hatchery Road, Madison",service,doctor,,
Dean Health System: Pyle Anne,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=14519469490062152215,"1313 Fish Hatchery Road, Madison",service,doctor,,
Nasrallah Ammar F MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7261790830320050523,"1313 Fish Hatchery Road, Madison",service,doctor,,
Wilkinson Kathleen L,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1759849872910672762,"1313 Fish Hatchery Road, Madison",service,doctor,,
Levin James M MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=4963915611548392484,"1313 Fish Hatchery Road, Madison",service,doctor,,
Wilson John J MD,"1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=1373866005992570429,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. Adam C. Tierney, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=13330088148046154826,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. Joanne M. Kriege, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=18272973804264090208,"1313 Fish Hatchery Road, Madison",service,doctor,,
"Dr. Jeffrey A. Kushner, MD","1313 Fish Hatchery Rd, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=2979343211116150645,"1313 Fish Hatchery Road, Madison",service,doctor,,
Dr. Joe's Coffee Clinic,"202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=12996581357202354076,"202 South Park Street, Madison",food,café,,
ZuZu Cafe,"1336 Drake St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=17231460622947503296,"1336 Drake Street, Madison",food,café,,
samantha 5,"532 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=7079633822377239939,"532 South Park Street, Madison",food,café,,
Mills Street Cafe,"707 S Mills St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=3490629880458507987,"707 South Mills Street, Madison",food,café,,
Greenbush Garden Bistro,"202 S Park St, Madison, WI 53715, USA",OPERATIONAL,https://maps.google.com/?cid=18077302645480940628,"202 South Park Street, Madison",food,café,,
Highland Corner Grill,"2424 University Ave, Madison, WI 53726, USA",OPERATIONAL,https://maps.google.com/?cid=1678705176230207488,"2424 University Avenue, Madison",food,restaurant,,
Lombardino's Restaurant,"2500 University Ave, Madison, WI 53705, USA",OPERATIONAL,https://maps.google.com/?cid=7237993425757699522,"2500 University Avenue, Madison",food,restaurant,,
Blue Moon Bar & Grill,"2535 University Ave, Madison, WI 53705, USA",OPERATIONAL,https://maps.google.com/?cid=15267813491982774181,"2535 University Avenue, Madison",food,restaurant,,
Milio's Sandwiches,"2145 Regent St, Madison, WI 53726, USA",OPERATIONAL,https://maps.google.com/?cid=6250479917115027485,"2145 Regent Street, Madison",food,restaurant,,
Coffee & Bagels,"2701 University Ave Unit D, Madison, WI 53705, USA",OPERATIONAL,https://maps.google.com/?cid=15941849643446584530,"2701 University Avenue Unit D, Madison",food,restaurant,,
The Heights,"11 N Allen St, Madison, WI 53726, USA",OPERATIONAL,https://maps.google.com/?cid=16393300775292780284,"11 North Allen Street, Madison",food,restaurant,,
Pasture and Plenty,"2433 University Ave, Madison, WI 53726, USA",OPERATIONAL,https://maps.google.com/?cid=1565443215834841605,"2433 University Avenue, Madison",food,restaurant,,
Cadre Restaurant,"2540 University Ave, Madison, WI 53705, USA",OPERATIONAL,https://maps.google.com/?cid=17172854702759984972,"2540 University Avenue, Madison",food,restaurant,,
Pizza Extreme /Athens Gyros/ Extreme Wings,"1614 Monroe St, Madison, WI 53711, USA",OPERATIONAL,https://maps.google.com/?cid=7462188848296121872,"1614 Monroe Street, Madison",food,restaurant,,
Sequoia,"1843 Monroe St, Madison, WI 53711, USA",OPERATIONAL,https://maps.google.com/?cid=9437660485612213581,"1843 Monroe Street, Madison",food,restaurant,,
Kettle Black Kitchen,"1835 Monroe St, Madison, WI 53711, USA",OPERATIONAL,https://maps.google.com/?cid=10877573315028933045,"1835 Monroe Street, Madison",food,restaurant,,
Stadium Takeout,"1517 Monroe St, Madison, WI 53711, USA",OPERATIONAL,https://maps.google.com/?cid=16560306981137425581,"1517 Monroe Street, Madison",food,restaurant,,
